Avg_Degree,Lower_Bound_R0,Actual_R0,MPC Direct,MPC Lower Bound,MPC R0,Duration Direct,Duration Lower Bound,Duration R0,Avg Interval Direct,Avg Interval Lower Bound,Avg Interval R0
30.8,22.777633658500022,26.79308106529425,144.28169591795776,122.48382821568771,130.91054583870235,5.466001833992777,0.17884004100051243,0.18297879199963063,28.263261988955207,20.995358265335792,24.81947488631216
32.05,24.573535939924813,27.90219132915318,144.50456169891646,124.97322148282403,131.69851508975614,5.265433292006492,0.18701495799177792,0.18512612499762326,28.26674225485682,20.930922692617816,24.808243889144528
33.3,25.66941697557455,28.80261564976659,144.72350529816427,126.97648012225886,133.12634501035433,5.775093125004787,0.19330850000551436,0.1960923750011716,28.269981135284677,20.88501924175247,24.76479071755613
34.55,27.281378741408172,30.052463524855764,144.91078212820807,127.65733731317383,132.72918972370195,6.242915916998754,0.18565258299349807,0.1926509999902919,28.264931457550272,20.877853686924826,24.80954025571298
35.8,27.65183769193289,30.916794021884243,145.09569928519113,128.4397519308423,134.2908794295648,5.955073250006535,0.19214137499511708,0.20362483299686573,28.27383832384224,20.87229409452213,24.754233870074156
37.05,29.850999226978402,31.92052493939319,145.26725423042384,131.82199177567287,135.31748297632092,6.395319999995991,0.18924162500479724,0.20025437499862164,28.271267604309855,24.913117742217427,24.72080150368338
38.3,31.772074222651078,33.02928939568353,145.44092600644566,133.37155730385817,135.37084176929352,6.776540332997683,0.1682509999955073,0.16695204199641012,28.27958005835731,24.855357958930455,24.742097990208812
39.0,33.55942931065111,33.559429310651225,145.54345063137015,136.19354207207576,136.19352825838268,6.753905374993337,0.16848766600014642,0.16311883299204055,28.274456095364727,24.7076458199848,24.70764988494947
2.05,2.2499999999999982,2.2809220342858287,65.63310734249391,61.27635200466159,61.283645908645596,0.6050049170007696,0.060623708995990455,0.06376337498659268,28.450385913090425,21.29130060723043,21.279557457030283
3.3,3.329475934260088,3.5401493222668035,96.46313643416632,72.19927564599922,72.52921179541383,0.7632059160096105,0.0762920419947477,0.06967595900641754,28.402680338438852,21.291285139939337,21.233728326563867
4.55,4.12529239302092,4.633950808429384,110.41845377669836,79.57082164097213,80.68231441000728,0.8010681250016205,0.08141924999654293,0.08593404199928045,28.36604698556381,21.291273858913492,21.175667404658594
5.8,4.702370140285361,5.6268029784041165,118.77530304820986,84.90867630371106,87.34542025335504,0.9167352500080597,0.08665375001146458,0.09030899999197572,28.34609162051147,21.291286550962006,21.10053063879663
7.05,5.884539545579527,6.87809313536164,124.13092341022461,88.69679984833188,91.0249444390957,1.016633915991406,0.08645233399874996,0.09754045800946187,28.31059443827877,21.29124510524957,21.129178184762832
8.3,5.975614060658213,7.659530425140474,128.20353926528628,92.17829846998714,97.19364579938811,1.0853175410011318,0.08700404199771583,0.09827220800798386,28.317376074093662,21.291249320716634,21.002840352699966
9.55,6.7869919306274085,8.814169379248737,131.0562713971945,94.99635151662214,100.8077779287573,1.3803213749924907,0.09692195800016634,0.11737816699314862,28.28987340550939,21.291277015881487,20.98141059155173
10.8,7.6809424974496725,9.905059893065483,133.3307892712906,97.79263144946812,104.39803117433374,1.905803083005594,0.10811137499695178,0.1278488749958342,28.293881535157425,21.26355379597435,20.941685948696755
12.05,8.3876020741443,11.030181908955278,135.0780483160851,100.01464256748251,108.07327894397076,2.359042291995138,0.11718337499769405,0.13620258300215937,28.28219097333736,21.252417622755203,20.88651747114771
